Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Country/Region,City,State/Province,Postal Code,Division,Region,Product ID,Product Name,Sales,Units,Gross Profit,Cost
153,ORD-100152,2025-06-29,2025-07-04,First Class,CUST-1134,United States,Houston,California,78593,Sugar,West,PROD-77736,Hair Toffee,81.01,20,49.64,31.37
154,ORD-100153,2025-07-26,2025-07-31,Second Class,CUST-1200,United States,Chicago,Texas,65501,Chocolate,South,PROD-46540,Wonka Bar - Triple Dazzle Caramel,774.02,81,202.57,571.45
155,ORD-100154,2025-10-30,2025-10-31,First Class,CUST-1327,United States,Houston,Illinois,99387,Other,South,PROD-68958,Wonka Gum,1234.4,104,256.79,977.61
156,ORD-100155,2025-05-07,2025-05-11,Same Day,CUST-1267,United States,Los Angeles,California,49236,Sugar,South,PROD-26064,SweeTARTS,403.04,121,168.48,234.56
157,ORD-100156,2025-02-25,2025-02-26,First Class,CUST-1417,United States,New York City,Texas,54921,Sugar,West,PROD-26064,SweeTARTS,53.58,14,32.22,21.36
158,ORD-100157,2025-08-02,2025-08-07,Standard Class,CUST-1032,United States,Miami,California,29122,Other,West,PROD-56815,Fizzy Lifting Drinks,165.29,14,33.87,131.42
159,ORD-100158,2025-01-14,2025-01-16,First Class,CUST-1047,United States,Houston,New York,78685,Chocolate,West,PROD-46540,Wonka Bar - Triple Dazzle Caramel,822.15,140,58.55,763.6
160,ORD-100159,2025-01-28,2025-02-02,Second Class,CUST-1406,United States,Los Angeles,Texas,55124,Chocolate,South,PROD-46540,Wonka Bar - Triple Dazzle Caramel,179.37,34,105.47,73.9
161,ORD-100160,2025-03-19,2025-03-23,First Class,CUST-1061,United States,Miami,California,40373,Other,West,PROD-56815,Fizzy Lifting Drinks,603.57,66,192.08,411.49
162,ORD-100161,2025-08-04,2025-08-09,First Class,CUST-1215,United States,Miami,California,89693,Sugar,South,PROD-02492,Everlasting Gobstopper,211.79,67,112.55,99.24
163,ORD-100162,2025-12-31,2026-01-04,Standard Class,CUST-1292,United States,Chicago,California,91515,Sugar,East,PROD-60638,Nerds,431.65,101,199.6,232.05
164,ORD-100163,2025-06-03,2025-06-07,First Class,CUST-1098,United States,Miami,Texas,14025,Other,South,PROD-56815,Fizzy Lifting Drinks,1362.41,99,315.84,1046.57
165,ORD-100164,2025-01-14,2025-01-18,First Class,CUST-1171,United States,Los Angeles,Florida,84710,Sugar,Central,PROD-02492,Everlasting Gobstopper,144.54,25,98.7,45.84
166,ORD-100165,2025-07-06,2025-07-10,Same Day,CUST-1359,United States,Los Angeles,Texas,89790,Chocolate,West,PROD-17122,Wonka Bar - Milk Chocolate,339.65,29,177.11,162.54
167,ORD-100166,2025-11-08,2025-11-12,Same Day,CUST-1213,United States,Houston,Illinois,68560,Sugar,West,PROD-83241,Laffy Taffy,190.08,61,109.96,80.12
168,ORD-100167,2025-01-07,2025-01-09,Second Class,CUST-1474,United States,Houston,Texas,59703,Other,Central,PROD-83772,Lickable Wallpaper,1758.58,135,672.34,1086.24
169,ORD-100168,2025-01-03,2025-01-04,Same Day,CUST-1034,United States,Houston,California,97475,Chocolate,South,PROD-72314,Wonka Bar - Scrumdiddlyumptious,983.06,131,555.29,427.77
170,ORD-100169,2025-04-21,2025-04-24,Same Day,CUST-1448,United States,Miami,New York,32486,Sugar,East,PROD-77736,Hair Toffee,619.1,113,345.67,273.43
171,ORD-100170,2025-08-26,2025-08-27,Same Day,CUST-1226,United States,Miami,Texas,92768,Sugar,Central,PROD-83241,Laffy Taffy,361.15,119,215.19,145.96
172,ORD-100171,2025-12-29,2026-01-02,Same Day,CUST-1100,United States,Chicago,Texas,51662,Other,Central,PROD-83772,Lickable Wallpaper,1001.98,70,296.67,705.31
173,ORD-100172,2025-08-27,2025-08-29,Standard Class,CUST-1430,United States,Houston,California,21182,Other,South,PROD-56815,Fizzy Lifting Drinks,660.84,46,174.16,486.68
174,ORD-100173,2025-10-01,2025-10-06,Same Day,CUST-1461,United States,New York City,New York,41556,Chocolate,West,PROD-61504,Wonka Bar - Fudge Mallows,657.83,67,123.81,534.02
175,ORD-100174,2025-10-21,2025-10-23,Standard Class,CUST-1130,United States,Chicago,New York,81206,Sugar,South,PROD-26064,SweeTARTS,704.63,121,443.2,261.43
176,ORD-100175,2025-08-15,2025-08-19,Standard Class,CUST-1256,United States,New York City,Illinois,59355,Chocolate,Central,PROD-17122,Wonka Bar - Milk Chocolate,1610.54,136,210.46,1400.08
177,ORD-100176,2025-01-15,2025-01-17,Same Day,CUST-1004,United States,Miami,Texas,61012,Chocolate,Central,PROD-17122,Wonka Bar - Milk Chocolate,217.5,33,65.45,152.05
178,ORD-100177,2025-07-11,2025-07-13,First Class,CUST-1217,United States,Chicago,New York,47661,Chocolate,West,PROD-61504,Wonka Bar - Fudge Mallows,590.24,61,310.86,279.38
179,ORD-100178,2025-04-29,2025-05-03,Standard Class,CUST-1254,United States,Chicago,New York,68655,Sugar,West,PROD-60638,Nerds,211.63,103,91.27,120.36
180,ORD-100179,2025-01-28,2025-01-30,First Class,CUST-1397,United States,Los Angeles,Florida,44812,Sugar,West,PROD-77736,Hair Toffee,66.65,13,36.97,29.68
181,ORD-100180,2025-07-21,2025-07-24,First Class,CUST-1358,United States,Miami,Florida,46160,Chocolate,South,PROD-72314,Wonka Bar - Scrumdiddlyumptious,229.23,31,35.42,193.81
182,ORD-100181,2025-02-08,2025-02-11,Same Day,CUST-1282,United States,Miami,New York,72559,Chocolate,West,PROD-46540,Wonka Bar - Triple Dazzle Caramel,964.06,113,440.12,523.94
183,ORD-100182,2025-09-30,2025-10-02,Second Class,CUST-1392,United States,Chicago,Illinois,91837,Other,Central,PROD-68958,Wonka Gum,1029.56,107,377.18,652.38
184,ORD-100183,2025-08-19,2025-08-24,Same Day,CUST-1206,United States,Miami,New York,39777,Sugar,Central,PROD-02492,Everlasting Gobstopper,101.58,22,44.52,57.06
185,ORD-100184,2025-03-27,2025-03-31,Second Class,CUST-1014,United States,Chicago,California,26198,Sugar,East,PROD-77736,Hair Toffee,329.26,76,159.56,169.7
186,ORD-100185,2025-05-06,2025-05-09,Second Class,CUST-1345,United States,Los Angeles,Texas,41213,Chocolate,South,PROD-17122,Wonka Bar - Milk Chocolate,287.17,42,80.5,206.67
187,ORD-100186,2025-10-27,2025-11-01,Same Day,CUST-1041,United States,Chicago,Illinois,84755,Sugar,East,PROD-60638,Nerds,163.85,39,89.43,74.42
188,ORD-100187,2025-01-25,2025-01-27,Same Day,CUST-1379,United States,Miami,California,46931,Sugar,Central,PROD-26064,SweeTARTS,66.91,27,42.21,24.7
189,ORD-100188,2025-05-25,2025-05-30,Second Class,CUST-1460,United States,Miami,Illinois,15470,Other,East,PROD-58012,Kazookles,508.64,92,140.29,368.35
190,ORD-100189,2025-01-13,2025-01-14,Same Day,CUST-1178,United States,Chicago,California,16523,Sugar,Central,PROD-77736,Hair Toffee,361.12,110,231.95,129.17
191,ORD-100190,2025-07-31,2025-08-03,Second Class,CUST-1062,United States,Chicago,Texas,39661,Sugar,East,PROD-77736,Hair Toffee,389.96,107,220.95,169.01
192,ORD-100191,2025-01-25,2025-01-27,First Class,CUST-1351,United States,Chicago,Texas,60654,Sugar,West,PROD-77736,Hair Toffee,648.31,126,375.03,273.28
193,ORD-100192,2025-03-09,2025-03-13,Same Day,CUST-1230,United States,Houston,Florida,38716,Chocolate,East,PROD-72314,Wonka Bar - Scrumdiddlyumptious,621.69,123,204.76,416.93
194,ORD-100193,2025-03-08,2025-03-10,First Class,CUST-1240,United States,Miami,California,30805,Other,West,PROD-56815,Fizzy Lifting Drinks,1085.45,130,318.95,766.5
195,ORD-100194,2025-08-21,2025-08-25,Standard Class,CUST-1051,United States,Miami,Florida,94181,Chocolate,West,PROD-61504,Wonka Bar - Fudge Mallows,863.34,105,414.68,448.66
196,ORD-100195,2025-04-19,2025-04-21,First Class,CUST-1095,United States,Houston,California,68031,Sugar,South,PROD-83241,Laffy Taffy,193.13,78,131.2,61.93
197,ORD-100196,2025-05-26,2025-05-31,First Class,CUST-1387,United States,Chicago,Florida,16743,Chocolate,West,PROD-88993,Wonka Bar - Nutty Crunch Surprise,74.56,11,8.75,65.81
198,ORD-100197,2025-04-21,2025-04-26,Second Class,CUST-1221,United States,Los Angeles,Texas,38552,Chocolate,West,PROD-88993,Wonka Bar - Nutty Crunch Surprise,363.71,56,135.98,227.73
199,ORD-100198,2025-08-16,2025-08-21,First Class,CUST-1484,United States,Chicago,Illinois,76490,Sugar,East,PROD-02492,Everlasting Gobstopper,89.09,25,36.26,52.83
200,ORD-100199,2025-04-21,2025-04-22,Same Day,CUST-1406,United States,Chicago,Florida,51269,Chocolate,Central,PROD-72314,Wonka Bar - Scrumdiddlyumptious,56.78,7,24.6,32.18
201,ORD-100200,2025-02-03,2025-02-07,Second Class,CUST-1230,United States,Houston,California,78931,Chocolate,South,PROD-72314,Wonka Bar - Scrumdiddlyumptious,512.49,60,88.28,424.21
202,ORD-100201,2025-04-21,2025-04-26,Standard Class,CUST-1236,United States,Miami,California,23731,Other,West,PROD-68958,Wonka Gum,339.36,82,104.06,235.3
203,ORD-100202,2025-09-21,2025-09-22,Same Day,CUST-1142,United States,Chicago,Texas,42332,Sugar,South,PROD-60638,Nerds,467.88,103,188.14,279.74
204,ORD-100203,2025-08-24,2025-08-28,Standard Class,CUST-1170,United States,Miami,California,53481,Chocolate,East,PROD-17122,Wonka Bar - Milk Chocolate,511.4,70,111.82,399.58
205,ORD-100204,2025-03-24,2025-03-26,First Class,CUST-1028,United States,New York City,New York,39113,Sugar,West,PROD-83241,Laffy Taffy,293.04,115,129.33,163.71
206,ORD-100205,2025-02-11,2025-02-12,Same Day,CUST-1035,United States,Miami,Illinois,20024,Sugar,East,PROD-77736,Hair Toffee,348.33,73,140.65,207.68
207,ORD-100206,2025-04-11,2025-04-14,Same Day,CUST-1012,United States,Los Angeles,Florida,13407,Sugar,South,PROD-14272,Fun Dip,66.01,16,37.14,28.87
208,ORD-100207,2025-01-06,2025-01-07,Standard Class,CUST-1159,United States,Los Angeles,Illinois,85645,Other,East,PROD-83772,Lickable Wallpaper,359.53,39,143.76,215.77
209,ORD-100208,2025-06-29,2025-06-30,Same Day,CUST-1326,United States,Chicago,Texas,53169,Sugar,South,PROD-26064,SweeTARTS,517.54,121,264.19,253.35
210,ORD-100209,2025-10-09,2025-10-13,Same Day,CUST-1186,United States,Miami,Florida,13880,Chocolate,East,PROD-72314,Wonka Bar - Scrumdiddlyumptious,232.05,35,76.44,155.61
211,ORD-100210,2025-11-16,2025-11-18,Same Day,CUST-1242,United States,Chicago,Florida,70102,Other,South,PROD-58012,Kazookles,181.22,24,76.58,104.64
212,ORD-100211,2025-08-14,2025-08-17,First Class,CUST-1085,United States,Houston,New York,79526,Sugar,Central,PROD-26064,SweeTARTS,569.23,149,370.53,198.7
213,ORD-100212,2025-11-11,2025-11-16,Standard Class,CUST-1283,United States,Los Angeles,Texas,93795,Sugar,East,PROD-02492,Everlasting Gobstopper,237.33,74,102.07,135.26
214,ORD-100213,2025-12-31,2026-01-05,Same Day,CUST-1065,United States,Chicago,California,34624,Sugar,East,PROD-14272,Fun Dip,379.78,83,170.79,208.99
215,ORD-100214,2025-08-17,2025-08-18,Second Class,CUST-1169,United States,Houston,New York,70390,Chocolate,Central,PROD-17122,Wonka Bar - Milk Chocolate,303.72,37,93.92,209.8
216,ORD-100215,2025-10-16,2025-10-20,Second Class,CUST-1044,United States,Chicago,New York,86425,Chocolate,Central,PROD-61504,Wonka Bar - Fudge Mallows,679.56,122,245.15,434.41
217,ORD-100216,2025-05-30,2025-06-03,Second Class,CUST-1061,United States,Miami,Illinois,36639,Other,East,PROD-58012,Kazookles,1474.23,127,385.51,1088.72
218,ORD-100217,2025-10-04,2025-10-09,Second Class,CUST-1440,United States,Miami,Illinois,28316,Sugar,Central,PROD-83241,Laffy Taffy,273.7,106,119.57,154.13
219,ORD-100218,2025-07-17,2025-07-20,First Class,CUST-1133,United States,Miami,Illinois,94627,Sugar,West,PROD-14272,Fun Dip,355.49,63,202.38,153.11
220,ORD-100219,2025-03-11,2025-03-13,Same Day,CUST-1283,United States,Miami,New York,67241,Sugar,South,PROD-60638,Nerds,309.98,95,159.19,150.79
221,ORD-100220,2025-04-22,2025-04-25,Standard Class,CUST-1027,United States,New York City,California,96486,Sugar,South,PROD-26064,SweeTARTS,155.05,51,90.62,64.43
222,ORD-100221,2025-01-04,2025-01-06,Same Day,CUST-1107,United States,Houston,Florida,75886,Sugar,South,PROD-77736,Hair Toffee,304.37,57,148.19,156.18
223,ORD-100222,2025-12-16,2025-12-21,First Class,CUST-1043,United States,Houston,Illinois,43785,Chocolate,West,PROD-72314,Wonka Bar - Scrumdiddlyumptious,1625.23,141,208.01,1417.22
224,ORD-100223,2025-11-27,2025-11-29,Second Class,CUST-1339,United States,Miami,California,81743,Chocolate,Central,PROD-72314,Wonka Bar - Scrumdiddlyumptious,515.3,43,234.49,280.81
225,ORD-100224,2025-11-14,2025-11-18,First Class,CUST-1285,United States,New York City,Texas,48090,Other,Central,PROD-83772,Lickable Wallpaper,1343.57,120,269.44,1074.13
226,ORD-100225,2025-12-16,2025-12-17,Same Day,CUST-1445,United States,Miami,Illinois,46929,Sugar,East,PROD-02492,Everlasting Gobstopper,90.79,25,54.08,36.71
227,ORD-100226,2025-04-05,2025-04-06,Standard Class,CUST-1330,United States,New York City,Florida,37938,Sugar,Central,PROD-02492,Everlasting Gobstopper,527.3,115,266.71,260.59
228,ORD-100227,2025-06-01,2025-06-06,First Class,CUST-1127,United States,Miami,Texas,84323,Other,East,PROD-58012,Kazookles,1331.79,107,365.52,966.27
229,ORD-100228,2025-11-07,2025-11-11,Standard Class,CUST-1347,United States,Los Angeles,Texas,70924,Chocolate,West,PROD-72314,Wonka Bar - Scrumdiddlyumptious,312.35,55,176.37,135.98
230,ORD-100229,2025-05-17,2025-05-20,First Class,CUST-1472,United States,Los Angeles,Florida,10229,Other,South,PROD-56815,Fizzy Lifting Drinks,981.24,73,354.14,627.1
231,ORD-100230,2025-09-04,2025-09-08,Standard Class,CUST-1230,United States,Chicago,Illinois,75584,Other,South,PROD-83772,Lickable Wallpaper,98.38,14,37.45,60.93
232,ORD-100231,2025-08-31,2025-09-01,Standard Class,CUST-1189,United States,Miami,New York,38036,Other,South,PROD-58012,Kazookles,1039.9,74,213.9,826.0
233,ORD-100232,2025-01-31,2025-02-01,Second Class,CUST-1224,United States,Houston,Florida,25620,Other,Central,PROD-68958,Wonka Gum,1115.64,94,468.07,647.57
234,ORD-100233,2025-02-09,2025-02-13,Standard Class,CUST-1384,United States,Chicago,Florida,67602,Other,East,PROD-68958,Wonka Gum,213.0,19,103.96,109.04
235,ORD-100234,2025-08-17,2025-08-21,Second Class,CUST-1376,United States,Los Angeles,Florida,70726,Chocolate,East,PROD-17122,Wonka Bar - Milk Chocolate,573.03,51,202.3,370.73
236,ORD-100235,2025-02-05,2025-02-06,Same Day,CUST-1282,United States,Miami,Texas,38477,Sugar,West,PROD-02492,Everlasting Gobstopper,327.81,70,148.7,179.11
237,ORD-100236,2025-08-11,2025-08-14,Same Day,CUST-1445,United States,Chicago,California,78359,Sugar,Central,PROD-02492,Everlasting Gobstopper,567.67,106,248.0,319.67
238,ORD-100237,2025-01-06,2025-01-11,Second Class,CUST-1120,United States,Miami,New York,83927,Chocolate,West,PROD-88993,Wonka Bar - Nutty Crunch Surprise,1173.9,121,488.76,685.14
239,ORD-100238,2025-11-18,2025-11-23,Second Class,CUST-1115,United States,Los Angeles,Illinois,49993,Chocolate,East,PROD-72314,Wonka Bar - Scrumdiddlyumptious,918.5,89,526.46,392.04
240,ORD-100239,2025-08-08,2025-08-12,First Class,CUST-1460,United States,Chicago,Illinois,71192,Other,East,PROD-68958,Wonka Gum,383.27,35,131.03,252.24
241,ORD-100240,2025-03-16,2025-03-21,First Class,CUST-1232,United States,Los Angeles,California,34143,Other,South,PROD-58012,Kazookles,1207.66,98,392.81,814.85
242,ORD-100241,2025-01-04,2025-01-05,First Class,CUST-1258,United States,New York City,Florida,59990,Chocolate,Central,PROD-17122,Wonka Bar - Milk Chocolate,556.7,88,211.2,345.5
243,ORD-100242,2025-12-01,2025-12-02,Same Day,CUST-1358,United States,Los Angeles,New York,80309,Sugar,East,PROD-26064,SweeTARTS,200.79,97,137.6,63.19
244,ORD-100243,2025-05-14,2025-05-18,First Class,CUST-1197,United States,Miami,Illinois,13320,Other,South,PROD-58012,Kazookles,269.67,18,91.04,178.63
245,ORD-100244,2025-04-28,2025-05-02,Standard Class,CUST-1455,United States,Houston,Illinois,48826,Other,Central,PROD-58012,Kazookles,666.55,95,327.95,338.6
246,ORD-100245,2025-04-04,2025-04-08,Standard Class,CUST-1410,United States,Los Angeles,Florida,54678,Sugar,West,PROD-77736,Hair Toffee,377.47,76,187.76,189.71
247,ORD-100246,2025-03-03,2025-03-06,First Class,CUST-1136,United States,Houston,California,86312,Other,Central,PROD-56815,Fizzy Lifting Drinks,587.21,109,270.73,316.48
248,ORD-100247,2025-07-13,2025-07-18,Standard Class,CUST-1317,United States,New York City,New York,87225,Sugar,Central,PROD-14272,Fun Dip,541.96,121,366.79,175.17
249,ORD-100248,2025-12-01,2025-12-05,Same Day,CUST-1164,United States,Chicago,California,43332,Chocolate,East,PROD-17122,Wonka Bar - Milk Chocolate,1379.0,129,388.44,990.56
250,ORD-100249,2025-07-22,2025-07-24,Standard Class,CUST-1224,United States,Chicago,California,12251,Chocolate,East,PROD-61504,Wonka Bar - Fudge Mallows,615.22,62,86.77,528.45
251,ORD-100250,2025-01-26,2025-01-28,Same Day,CUST-1306,United States,Houston,New York,60387,Sugar,Central,PROD-83241,Laffy Taffy,163.55,41,67.86,95.69
252,ORD-100251,2025-06-22,2025-06-23,Second Class,CUST-1233,United States,Chicago,New York,87928,Chocolate,East,PROD-88993,Wonka Bar - Nutty Crunch Surprise,695.73,133,52.41,643.32
253,ORD-100252,2025-10-27,2025-11-01,Second Class,CUST-1171,United States,Los Angeles,Illinois,15077,Other,East,PROD-58012,Kazookles,82.84,7,37.05,45.79
254,ORD-100253,2025-05-13,2025-05-17,Second Class,CUST-1151,United States,Houston,Illinois,69902,Sugar,East,PROD-77736,Hair Toffee,277.31,49,176.5,100.81
255,ORD-100254,2025-11-22,2025-11-24,Second Class,CUST-1462,United States,Miami,New York,38647,Other,South,PROD-56815,Fizzy Lifting Drinks,574.74,39,249.04,325.7
256,ORD-100255,2025-04-28,2025-05-03,Standard Class,CUST-1314,United States,Los Angeles,Texas,34398,Sugar,South,PROD-02492,Everlasting Gobstopper,635.77,148,378.14,257.63
257,ORD-100256,2025-11-20,2025-11-21,First Class,CUST-1373,United States,Los Angeles,Illinois,73884,Other,Central,PROD-56815,Fizzy Lifting Drinks,1669.33,119,369.92,1299.41
258,ORD-100257,2025-10-02,2025-10-05,Standard Class,CUST-1159,United States,Los Angeles,Texas,91110,Other,East,PROD-56815,Fizzy Lifting Drinks,569.96,79,234.57,335.39
259,ORD-100258,2025-07-31,2025-08-05,Same Day,CUST-1095,United States,Miami,New York,21801,Sugar,South,PROD-26064,SweeTARTS,241.37,63,150.21,91.16
260,ORD-100259,2025-08-13,2025-08-18,Standard Class,CUST-1471,United States,New York City,Illinois,32398,Chocolate,Central,PROD-88993,Wonka Bar - Nutty Crunch Surprise,1221.27,105,594.65,626.62
261,ORD-100260,2025-01-20,2025-01-23,Standard Class,CUST-1232,United States,Chicago,California,60975,Sugar,East,PROD-26064,SweeTARTS,568.84,136,281.46,287.38
262,ORD-100261,2025-04-23,2025-04-28,Same Day,CUST-1179,United States,Houston,New York,50733,Sugar,West,PROD-77736,Hair Toffee,259.71,81,167.12,92.59
263,ORD-100262,2025-05-20,2025-05-21,Second Class,CUST-1112,United States,New York City,Florida,11849,Sugar,East,PROD-83241,Laffy Taffy,103.02,40,68.88,34.14
264,ORD-100263,2025-02-16,2025-02-17,Second Class,CUST-1317,United States,Houston,Texas,30183,Chocolate,East,PROD-72314,Wonka Bar - Scrumdiddlyumptious,396.79,69,145.66,251.13
265,ORD-100264,2025-01-01,2025-01-04,Second Class,CUST-1496,United States,Chicago,New York,48563,Sugar,South,PROD-02492,Everlasting Gobstopper,315.13,113,211.36,103.77
266,ORD-100265,2025-03-31,2025-04-04,First Class,CUST-1441,United States,Miami,New York,60639,Chocolate,Central,PROD-17122,Wonka Bar - Milk Chocolate,266.32,40,135.63,130.69
267,ORD-100266,2025-05-22,2025-05-24,Same Day,CUST-1051,United States,Los Angeles,Illinois,34363,Sugar,Central,PROD-14272,Fun Dip,75.86,26,48.13,27.73
268,ORD-100267,2025-11-16,2025-11-20,Same Day,CUST-1267,United States,Los Angeles,Illinois,11620,Sugar,South,PROD-26064,SweeTARTS,156.28,51,107.57,48.71
269,ORD-100268,2025-02-07,2025-02-12,Standard Class,CUST-1294,United States,Miami,Illinois,49390,Chocolate,East,PROD-88993,Wonka Bar - Nutty Crunch Surprise,720.19,84,376.43,343.76
270,ORD-100269,2025-10-20,2025-10-22,First Class,CUST-1385,United States,New York City,Florida,43005,Other,West,PROD-68958,Wonka Gum,307.39,53,89.9,217.49
271,ORD-100270,2025-05-19,2025-05-22,Second Class,CUST-1386,United States,New York City,Illinois,16073,Other,East,PROD-68958,Wonka Gum,727.16,63,314.22,412.94
272,ORD-100271,2025-12-22,2025-12-25,First Class,CUST-1112,United States,Houston,New York,50164,Other,East,PROD-58012,Kazookles,31.06,6,8.25,22.81
273,ORD-100272,2025-11-29,2025-12-01,Same Day,CUST-1100,United States,Miami,Illinois,34845,Chocolate,West,PROD-61504,Wonka Bar - Fudge Mallows,1204.49,148,398.59,805.9
274,ORD-100273,2025-09-16,2025-09-17,Same Day,CUST-1112,United States,New York City,California,93049,Sugar,South,PROD-26064,SweeTARTS,51.86,16,24.44,27.42
275,ORD-100274,2025-06-10,2025-06-12,Standard Class,CUST-1439,United States,Miami,Illinois,79603,Other,Central,PROD-56815,Fizzy Lifting Drinks,1230.9,85,527.07,703.83
276,ORD-100275,2025-06-27,2025-07-02,Standard Class,CUST-1080,United States,Chicago,Florida,78045,Chocolate,South,PROD-17122,Wonka Bar - Milk Chocolate,89.7,13,53.64,36.06
277,ORD-100276,2025-01-10,2025-01-11,Same Day,CUST-1186,United States,Los Angeles,California,90206,Sugar,South,PROD-14272,Fun Dip,479.64,147,221.88,257.76
278,ORD-100277,2025-09-18,2025-09-21,Second Class,CUST-1112,United States,Los Angeles,New York,33723,Other,East,PROD-83772,Lickable Wallpaper,87.15,8,39.75,47.4
279,ORD-100278,2025-05-18,2025-05-20,Second Class,CUST-1001,United States,Los Angeles,New York,30541,Sugar,Central,PROD-26064,SweeTARTS,364.12,79,210.62,153.5
280,ORD-100279,2025-06-21,2025-06-25,First Class,CUST-1129,United States,Miami,Texas,41673,Other,Central,PROD-56815,Fizzy Lifting Drinks,306.55,68,99.97,206.58
281,ORD-100280,2025-01-13,2025-01-17,Same Day,CUST-1219,United States,Miami,California,33525,Other,South,PROD-58012,Kazookles,312.39,24,62.54,249.85
282,ORD-100281,2025-06-17,2025-06-22,Same Day,CUST-1053,United States,Houston,Texas,63028,Other,West,PROD-83772,Lickable Wallpaper,1388.85,123,292.17,1096.68
283,ORD-100282,2025-05-10,2025-05-14,Second Class,CUST-1342,United States,Los Angeles,California,47420,Sugar,South,PROD-60638,Nerds,243.84,48,124.59,119.25
284,ORD-100283,2025-03-25,2025-03-27,Second Class,CUST-1484,United States,Houston,California,44929,Sugar,West,PROD-14272,Fun Dip,177.75,36,96.61,81.14
285,ORD-100284,2025-11-17,2025-11-19,Same Day,CUST-1223,United States,Los Angeles,Florida,87597,Sugar,Central,PROD-77736,Hair Toffee,173.71,33,101.88,71.83
286,ORD-100285,2025-11-15,2025-11-19,Standard Class,CUST-1224,United States,Houston,Texas,54722,Sugar,South,PROD-14272,Fun Dip,794.02,134,405.82,388.2
287,ORD-100286,2025-04-11,2025-04-13,Same Day,CUST-1384,United States,Houston,Florida,40337,Other,East,PROD-83772,Lickable Wallpaper,264.72,48,128.04,136.68
288,ORD-100287,2025-11-25,2025-11-30,Same Day,CUST-1402,United States,Chicago,California,38718,Other,South,PROD-83772,Lickable Wallpaper,505.68,45,142.48,363.2
289,ORD-100288,2025-09-30,2025-10-01,Second Class,CUST-1125,United States,Houston,New York,60281,Chocolate,Central,PROD-61504,Wonka Bar - Fudge Mallows,847.72,100,115.61,732.11
290,ORD-100289,2025-09-22,2025-09-27,Second Class,CUST-1129,United States,Miami,California,52968,Sugar,East,PROD-77736,Hair Toffee,384.34,78,248.98,135.36
291,ORD-100290,2025-02-07,2025-02-12,Standard Class,CUST-1052,United States,Houston,Florida,50502,Chocolate,East,PROD-61504,Wonka Bar - Fudge Mallows,186.83,34,74.95,111.88
292,ORD-100291,2025-04-04,2025-04-06,Standard Class,CUST-1171,United States,Los Angeles,Texas,74919,Chocolate,West,PROD-72314,Wonka Bar - Scrumdiddlyumptious,759.92,145,190.58,569.34
293,ORD-100292,2025-04-05,2025-04-06,First Class,CUST-1217,United States,Houston,Texas,53723,Chocolate,East,PROD-46540,Wonka Bar - Triple Dazzle Caramel,363.41,47,39.96,323.45
294,ORD-100293,2025-11-01,2025-11-03,Same Day,CUST-1159,United States,New York City,Florida,12147,Chocolate,East,PROD-88993,Wonka Bar - Nutty Crunch Surprise,141.15,15,52.29,88.86
295,ORD-100294,2025-03-10,2025-03-13,Second Class,CUST-1197,United States,Los Angeles,Texas,12013,Sugar,South,PROD-60638,Nerds,228.74,50,141.1,87.64
296,ORD-100295,2025-11-14,2025-11-16,Standard Class,CUST-1415,United States,New York City,Illinois,31304,Chocolate,Central,PROD-61504,Wonka Bar - Fudge Mallows,933.97,129,300.43,633.54
297,ORD-100296,2025-08-24,2025-08-26,First Class,CUST-1246,United States,Los Angeles,New York,19490,Other,West,PROD-58012,Kazookles,470.92,77,134.11,336.81
298,ORD-100297,2025-11-30,2025-12-02,First Class,CUST-1323,United States,Miami,New York,66022,Chocolate,South,PROD-46540,Wonka Bar - Triple Dazzle Caramel,816.59,79,425.34,391.25
299,ORD-100298,2025-05-17,2025-05-18,Second Class,CUST-1438,United States,Miami,New York,41826,Sugar,East,PROD-02492,Everlasting Gobstopper,199.25,44,113.45,85.8
300,ORD-100299,2025-03-17,2025-03-19,Second Class,CUST-1202,United States,Miami,Texas,84094,Chocolate,East,PROD-61504,Wonka Bar - Fudge Mallows,299.66,37,59.12,240.54
301,ORD-100300,2025-02-04,2025-02-05,First Class,CUST-1183,United States,New York City,Texas,49643,Sugar,West,PROD-26064,SweeTARTS,605.17,139,385.36,219.81
302,ORD-100301,2025-01-01,2025-01-05,Standard Class,CUST-1122,United States,Chicago,California,86448,Chocolate,Central,PROD-46540,Wonka Bar - Triple Dazzle Caramel,275.5,30,53.33,222.17
303,ORD-100302,2025-10-23,2025-10-26,First Class,CUST-1400,United States,Los Angeles,California,22404,Sugar,West,PROD-02492,Everlasting Gobstopper,59.71,27,29.24,30.47
304,ORD-100303,2025-11-16,2025-11-17,Same Day,CUST-1254,United States,Miami,New York,95657,Other,South,PROD-68958,Wonka Gum,238.39,30,47.99,190.4
305,ORD-100304,2025-03-01,2025-03-05,Same Day,CUST-1293,United States,Los Angeles,Illinois,92597,Chocolate,West,PROD-88993,Wonka Bar - Nutty Crunch Surprise,1529.92,134,244.1,1285.82
306,ORD-100305,2025-11-16,2025-11-17,Second Class,CUST-1279,United States,New York City,California,63693,Other,East,PROD-56815,Fizzy Lifting Drinks,821.27,76,390.51,430.76
307,ORD-100306,2025-12-15,2025-12-16,Standard Class,CUST-1324,United States,Chicago,California,60713,Other,South,PROD-83772,Lickable Wallpaper,973.02,74,351.3,621.72
